geo,time,dt_nfl_dpng_cd
lka,1982,-1400000
lka,1983,-200000
lka,1984,3340000
lka,1985,47126000
lka,1986,1860000
lka,1987,-9137000
lka,1988,-6003000
lka,1989,-1529000
lka,1990,-2150000
lka,1991,-3405000
lka,1992,-3282000
lka,1993,-3996000
lka,1994,-2838000
lka,1995,-1999000
lka,1996,-3143000
lka,1997,48212000
lka,1998,60002000
lka,1999,16820000
lka,2000,155309000
lka,2001,21479000
lka,2002,-38876000
lka,2003,-60349000
lka,2004,27546000
lka,2005,92000000
lka,2006,105000000
lka,2007,146000000
lka,2008,94800000
lka,2009,232740000
lka,2010,-48000000
lka,2011,291000000
lka,2012,1832100000
lka,2013,1063575000
lka,2014,1021271000
lka,2015,352274000
lka,2016,104127000
lka,2017,753182000
lka,2018,-174395000
lka,2019,-12541000
lka,2020,-57362000
mar,1970,5000000
mar,1971,1200000
mar,1972,3800000
mar,1973,8900000
mar,1974,9400000
mar,1975,15000000
mar,1976,20000000
mar,1977,75000000
mar,1978,-25000000
mar,1979,-25000000
mar,1980,50000000
mar,1981,60000000
mar,1982,40000000
mar,1983,-25000000
mar,1984,-26300000
mar,1985,31300000
mar,1986,0
mar,1987,0
mar,1988,0
mar,1989,0
mar,1990,0
mar,1991,0
mar,1992,4000000
mar,1993,101850000
mar,1994,79107000
mar,1995,72523000
mar,1996,61000000
mar,1997,231405000
mar,1998,294078000
mar,1999,346195000
mar,2000,619231000
mar,2001,494383000
mar,2002,125922000
mar,2003,199457000
mar,2004,-45276000
mar,2005,539988000
mar,2006,-650455000
mar,2007,-201640000
mar,2008,-195354000
mar,2009,-488786000
mar,2010,-37475000
mar,2011,266815000
mar,2012,810258000
mar,2013,902177000
mar,2014,246492000
mar,2015,1546125000
mar,2016,1036304000
mar,2017,1105138000
mar,2018,779537000
mar,2019,363161000
mar,2020,418223000
mda,1994,3751000
mda,1995,4919000
mda,1996,9809000
mda,1997,26430000
mda,1998,27351000
mda,1999,32289000
mda,2000,82406000
mda,2001,32515000
mda,2002,8341000
mda,2003,30379000
mda,2004,68169000
mda,2005,91272000
mda,2006,138346000
mda,2007,365022000
mda,2008,84507000
mda,2009,-17553000
mda,2010,119427000
mda,2011,139902000
mda,2012,103500000
mda,2013,114497000
mda,2014,-118606000
mda,2015,-97884000
mda,2016,-54494000
mda,2017,213111000
mda,2018,126644000
mda,2019,93596000
mda,2020,80873000
mdg,2008,-665000
mdg,2009,-1343000
mdg,2010,-1199000
mdg,2011,-879000
mdg,2012,-2312000
mdg,2013,-528000
mdg,2014,-1315000
mdg,2015,-1133000
mdg,2016,-7739000
mdg,2017,24701000
mdg,2018,66300000
mdg,2019,26390000
mdg,2020,11310000
mdv,2006,8051000
mdv,2007,13548000
mdv,2008,20816000
mdv,2009,24484000
mdv,2010,17176000
mdv,2011,4664000
mdv,2012,51498000
mdv,2013,-48654000
mdv,2014,151428000
mdv,2015,-38678000
mdv,2016,17565000
mdv,2017,-10159000
mdv,2018,-40066000
mdv,2019,17686000
mdv,2020,14177000
mex,1970,61000000
mex,1971,164400000
mex,1972,186300000
mex,1973,324100000
mex,1974,326300000
mex,1975,423700000
mex,1976,148400000
mex,1977,180600000
mex,1978,431000000
mex,1979,645200000
mex,1980,1700000000
mex,1981,2900000000
mex,1982,-700000000
mex,1984,384000000
mex,1985,-901000000
mex,1986,-290000000
mex,1987,-837000000
mex,1988,-2715000000
mex,1989,-1960000000
mex,1990,1864000000
mex,1991,1785000000
mex,1992,3055000000
mex,1993,26500000
mex,1994,2607801000
mex,1995,1249700000
mex,1996,1991400000
mex,1997,7069000000
mex,1998,9986496000
mex,1999,12849016000
mex,2000,-1283866000
mex,2001,4915028000
mex,2002,-3412710000
mex,2003,-1622821000
mex,2004,1377831000
mex,2005,1389772000
mex,2006,3642732000
mex,2007,6965966000
mex,2008,-776704000
mex,2009,-366621000
mex,2010,5102546000
mex,2011,9323563000
mex,2012,23669991000
mex,2013,39809966000
mex,2014,5217499000
mex,2015,1898000000
mex,2016,-10871907000
mex,2017,3815465000
mex,2018,-5457499000
mex,2019,6404807000
mex,2020,4051000000
mkd,1994,-14988000
mkd,1997,-6665000
mkd,1998,66587000
mkd,1999,-4595000
mkd,2000,5014000
mkd,2001,49388000
mkd,2002,35921000
mkd,2003,-6979000
mkd,2004,28476000
mkd,2005,-65042000
mkd,2006,166088000
mkd,2007,204640000
mkd,2008,399952000
mkd,2009,377819000
mkd,2010,54796000
mkd,2011,-58876000
mkd,2012,24092000
mkd,2013,96944000
mkd,2014,-59979000
mkd,2015,138883000
mkd,2016,294180000
mkd,2017,415803000
mkd,2018,-64471000
mkd,2019,144853000
mkd,2020,277655000
mmr,2015,66112000
mmr,2016,-18890000
mmr,2017,-18889000
mmr,2018,-14166000
mmr,2019,13679000
mmr,2020,7336000
mne,2006,1921000
mne,2007,-3036000
mne,2008,587000
mne,2009,5181000
mne,2010,303457000
mne,2011,283776000
mne,2012,187878000
mne,2013,795738000
mne,2014,-267327000
mne,2015,-493631000
mne,2016,148790000
mne,2017,428200000
mne,2018,310045000
mne,2019,-30480000
mne,2020,-823443000
mng,2006,2384000
mng,2007,2329000
mng,2008,359219000
mng,2009,299130000
mng,2010,2844969000
mng,2011,3442390000
mng,2012,4050217000
mng,2013,2628131000
mng,2014,1069840000
mng,2015,545893000
mng,2016,3061338000
mng,2017,-723028000
mng,2018,1280644000
mng,2019,1263462000
mng,2020,1058204000
moz,1985,-1467000
moz,1986,-1172000
moz,1987,6439000
moz,1988,817000
moz,1989,-6553000
moz,1990,8284000
moz,1991,-3242000
moz,1992,1000000
moz,1993,500000
moz,1994,200000
moz,1995,33000000
moz,1996,-4760000
moz,1997,2360000
moz,1998,-4069000
moz,1999,-10000000
moz,2000,-30000000
moz,2001,50000000
moz,2002,423619000
moz,2003,17187000
moz,2004,-18325000
moz,2005,38289000
moz,2006,417384000
moz,2007,121298000
moz,2008,-102645000
moz,2009,-227237000
moz,2010,-138140000
moz,2011,-296410000
moz,2012,31567000
moz,2013,2567287000
moz,2014,-423344000
moz,2015,-27312000
moz,2016,137957000
moz,2017,311229000
moz,2018,2592453000
moz,2019,863203000
moz,2020,889970000
mus,1972,-900000
mus,1973,4100000
mus,1974,-200000
mus,1975,-800000
mus,1976,-2100000
mus,1977,-1900000
mus,1978,-1100000
mus,1979,8113000
mus,1980,404000
mus,1981,1618000
mus,1982,-2611000
mus,1983,-2570000
mus,1984,82000
mus,1985,-108000
mus,1986,4208000
mus,1987,18536000
mus,1988,20998000
mus,1989,42337000
mus,1990,41157000
mus,1991,24663000
mus,1992,24623000
mus,1993,14072000
mus,1994,13370000
mus,1995,-4001000
mus,1996,-17000000
mus,1997,-12999000
mus,1998,-32000000
mus,1999,-11586000
mus,2000,-6316000
mus,2001,-22814000
mus,2002,1103924000
mus,2003,1107968000
mus,2004,168566000
mus,2005,430012000
mus,2006,-10307000
mus,2007,2138411000
mus,2008,872072000
mus,2009,-768421000
mus,2010,162518000
mus,2011,1641170000
mus,2012,-653906000
mus,2013,1355951000
mus,2014,-2146593000
mus,2015,-1763190000
mus,2016,357970000
mus,2017,-268727000
mus,2018,771858000
mus,2019,1195799000
mus,2020,-654963000
mwi,1988,3200000
mwi,1989,500000
mwi,1990,-1233000
mwi,1992,-2467000
ner,1978,67900000
ner,1979,89400000
ner,1980,78700000
ner,1981,68200000
ner,1982,-26300000
ner,1983,-17900000
ner,1984,-6100000
ner,1985,-1800000
ner,1986,36900000
ner,1987,20000000
ner,1988,1700000
ner,1989,3000000
ner,1990,6000000
ner,1991,-36000000
ner,1992,-20000000
ner,1993,-24000000
ner,1994,-23500000
ner,1995,-23800000
ner,1996,-23764000
ner,1997,-13800000
ner,1998,-23800000
ner,1999,-2036000
ner,2000,-2000000
ner,2001,-6358000
ner,2002,-8016000
ner,2003,-8016000
ner,2004,-6516000
ner,2005,-6516000
ner,2006,-6516000
ner,2007,-6515000
ner,2008,-6516000
ner,2009,-6515000
ner,2010,-6516000
nga,1970,-5000000
nga,1971,-7000000
nga,1972,-23000000
nga,1973,3000000
nga,1974,-5000000
nga,1975,8000000
nga,1976,12000000
nga,1977,27000000
nga,1978,206000000
nga,1979,373000000
nga,1980,388000000
nga,1981,250000000
nga,1982,-33900000
nga,1983,95500000
nga,1984,100000000
nga,1985,-35000000
nga,1986,0
nga,1987,-48300000
nga,1988,-6740000
nga,1989,85000000
nga,1990,-15257000
nga,1991,-47434000
nga,1992,-8000000
nga,1993,-10000000
nga,1994,-10000000
nga,1995,-10000000
nga,1996,-10000000
nga,1997,-10000000
nga,1998,-10000000
nga,1999,-35000000
nga,2000,1897450000
nga,2001,1750522000
nga,2002,2317440000
nga,2003,911485000
nga,2004,892331000
nga,2005,752668000
nga,2006,273250000
nga,2007,2729453000
nga,2008,702874000
nga,2009,109072000
nga,2010,-881918000
nga,2011,939353000
nga,2012,-282667000
nga,2013,1404126000
nga,2014,2918202000
nga,2015,2879744000
nga,2016,2731119000
nga,2017,2418308000
nga,2018,2057960000
nga,2019,3536280000
nga,2020,4619085000
nic,1999,80756000
nic,2000,170973000
nic,2001,-116904000
nic,2002,26796000
nic,2003,21969000
nic,2004,24613000
nic,2005,14170000
nic,2006,-59201000
nic,2007,438638000
nic,2008,505793000
nic,2009,279779000
nic,2010,510335000
nic,2011,681991000
nic,2012,500706000
nic,2013,514445000
nic,2014,379862000
nic,2015,270708000
nic,2016,128686000
nic,2017,-31800000
nic,2018,-155735000
nic,2019,-170779000
nic,2020,-394197000
npl,2014,3488000
npl,2015,13530000
npl,2016,26429000
npl,2017,-8298000
npl,2018,54663000
npl,2019,-11078000
pak,1970,2000000
pak,1971,2000000
pak,1972,3000000
pak,1973,6100000
pak,1974,3200000
pak,1975,600000
pak,1976,1300000
pak,1977,1633000
pak,1978,1265000
pak,1979,-4000000
pak,1980,2342000
pak,1981,6460000
pak,1982,8276000
pak,1983,-5214000
pak,1984,-7404000
pak,1985,-738000
pak,1986,3921000
pak,1987,26026000
pak,1988,37921000
pak,1989,44179000
pak,1990,-43000
pak,1991,82530000
pak,1992,408900000
pak,1993,223409000
pak,1994,209762000
pak,1995,415500000
pak,1996,402000000
pak,1997,342300000
pak,1998,308800000
pak,1999,-425300000
pak,2000,-327800000
pak,2001,-333100000
pak,2002,-79696000
pak,2003,-299304000
pak,2004,-82000000
pak,2005,273302000
pak,2006,6934000
pak,2007,258392000
pak,2008,455387000
pak,2009,75100000
pak,2010,1208000000
pak,2011,1286000000
pak,2012,-141000000
pak,2013,-581590000
pak,2014,-86000000
pak,2015,12000000
pak,2016,1385753000
pak,2017,2466052000
pak,2018,2315662000
pak,2019,1176075000
pak,2020,1564289000
pan,1996,75000000
pan,1997,269333000
pan,1998,4983000
pan,1999,217899000
pan,2000,212899000
pan,2001,608042000
pan,2002,51940000
pan,2003,170636000
pan,2004,25413000
pan,2005,18691000
pan,2006,-62785000
pan,2007,479989000
pan,2008,8446644000
pan,2009,2370556000
pan,2010,1393500000
pan,2011,4011703000
pan,2012,2165581000
pan,2013,349227000
pan,2014,3517521000
pan,2015,3851284000
pan,2016,-377445000
pan,2017,7044639000
pan,2018,4324837000
pan,2019,5703467000
pan,2020,-3037679000
per,1970,6500000
per,1971,40900000
per,1972,-53000000
per,1973,-16300000
per,1974,357000000
per,1975,380000000
per,1976,380000000
per,1977,-302000000
per,1978,-227400000
per,1979,-187900000
per,1980,0
per,1981,25000000
per,1982,184000000
per,1983,-97000000
per,1984,-176000000
per,1985,-139000000
per,1986,-32000000
per,1987,12000000
per,1988,-1000000
per,1989,-2000000
per,1990,-54000000
per,1991,-75472000
per,1992,10000000
per,1993,263000000
per,1994,569000000
per,1995,115000000
per,1996,90000000
per,1997,1517500000
per,1998,1141000000
per,1999,341828000
per,2000,559521000
per,2001,318168000
per,2002,58061000
per,2003,3189000
per,2004,57544000
per,2005,-70199000
per,2006,982744000
per,2007,2967292000
per,2008,2819170000
per,2009,1150673000
per,2010,993054000
per,2011,1146514000
per,2012,3877983000
per,2013,2807753000
per,2014,5183673000
per,2015,3272008000
per,2016,1439394000
per,2017,-2232526000
per,2018,-375484000
per,2019,-1546753000
per,2020,-1871115000
phl,1970,89900000
phl,1971,-35200000
phl,1972,25700000
phl,1973,-8700000
phl,1974,172100000
phl,1975,172800000
phl,1976,348500000
phl,1977,288100000
phl,1978,-12200000
phl,1979,-19400000
phl,1980,151900000
phl,1981,220200000
phl,1982,86300000
phl,1983,-19000000
phl,1984,-104000000
phl,1985,134200000
phl,1986,-85000000
phl,1987,-28400000
phl,1988,-100000000
phl,1989,-87626000
phl,1990,229184000
phl,1991,148935000
phl,1992,130750000
phl,1993,844171000
phl,1994,839438000
phl,1995,874100000
phl,1996,1484066000
phl,1997,1935387000
phl,1998,259900000
phl,1999,15000000
phl,2000,-1014120000
phl,2001,1403959000
phl,2002,-1030602000
phl,2003,-768437000
phl,2004,-945105000
phl,2005,-724745000
phl,2006,-2584788000
phl,2007,-1155117000
phl,2008,-1239722000
phl,2009,-1191195000
phl,2010,1149327000
phl,2011,1530405000
phl,2012,1836170000
phl,2013,3642187000
phl,2014,11348119000
phl,2015,1454867000
phl,2016,-1174806000
phl,2017,-2194168000
phl,2018,1021173000
phl,2019,1060459000
phl,2020,3170842000
png,1970,90900000
png,1971,145200000
png,1972,46800000
png,1973,-58600000
png,1974,-45000000
png,1975,-30000000
png,1976,-25000000
png,1977,-200000
png,1978,-73100000
png,1979,-14500000
png,1980,-24900000
png,1981,199300000
png,1982,315400000
png,1983,166800000
png,1984,70000000
png,1985,177048000
png,1986,193884000
png,1987,55281000
png,1988,126695000
png,1989,102126000
png,1990,139200000
png,1991,25000000
png,1992,612378000
png,1993,-381423000
png,1994,-202651000
png,1995,-234834000
png,1996,170150000
png,1997,168566000
png,1998,41277000
png,1999,-14107000
png,2000,-45292000
png,2001,-81762000
png,2002,-113958000
png,2003,76087000
png,2004,36646000
png,2005,220680000
png,2006,65896000
png,2007,-200064000
png,2008,155775000
png,2009,31808000
png,2010,2425639000
png,2011,7066847000
png,2012,2285397000
png,2013,6508567000
png,2014,35680000
png,2015,-132231000
png,2016,-1582454000
png,2017,-1101255000
png,2018,-124511000
png,2019,-986353000
png,2020,-250000000
pry,1974,17000000
pry,1975,16200000
pry,1976,5600000
pry,1977,17900000
pry,1978,26300000
pry,1979,52300000
pry,1980,12700000
pry,1981,-18100000
pry,1982,-200000
pry,1983,-2000000
pry,1984,-19300000
pry,1985,-6372000
pry,1986,-17673000
pry,1987,-2527000
pry,1988,-680000
pry,1989,-1000000
pry,1990,-9412000
pry,1991,-736000
pry,1992,704000
pry,1993,5581000
pry,1994,57635000
pry,1995,6495000
pry,1996,76641000
pry,1997,89400000
pry,1998,84000000
pry,1999,42000000
pry,2000,-93000000
pry,2001,-90000000
pry,2002,472334000
pry,2003,367133000
pry,2004,387534000
pry,2005,1021301000
pry,2006,1117501000
pry,2007,1145500000
pry,2008,1224401000
pry,2009,1276501000
pry,2010,1530001000
pry,2011,-117772000
pry,2012,-54407000
pry,2013,-832500000
pry,2014,-345205000
pry,2015,-361833000
pry,2016,-504211000
pry,2017,-1110935000
pry,2018,-939571000
pry,2019,-258517000
pry,2020,1450999000
rou,1990,-1000000
rou,1991,109000000
rou,1992,44000000
rou,1993,86000000
rou,1994,148000000
rou,1995,185000000
rou,1996,501000000
rou,1997,696000000
rou,1998,625000000
rou,1999,-157523000
rou,2000,485814000
rou,2001,823900000
rou,2002,1105747000
rou,2003,975169000
rou,2004,3136755000
rou,2005,6798646000
rou,2006,5039003000
rou,2007,12874405000
rou,2008,17756500000
rou,2009,7586089000
rou,2010,-1821459000
rou,2011,-2784362000
rou,2012,642536000
rou,2013,-2995884000
rou,2014,-1974407000
rou,2015,-3167771000
rou,2016,-2999804000
rou,2017,5503356000
rou,2018,-866806000
rou,2019,1327161000
rou,2020,1604781000
rus,1997,1905000000
rus,1998,2861096000
rus,1999,341325000
rus,2000,-921868000
rus,2001,612047000
rus,2002,3133491000
rus,2003,10591823000
rus,2004,22642295000
rus,2005,30367022000
rus,2006,18096274000
rus,2007,26791124000
rus,2008,21117866000
rus,2009,-30818278000
rus,2010,7522631000
rus,2011,51607633000
rus,2012,74777433000
rus,2013,4139885000
rus,2014,-13729580000
rus,2015,-34536141000
rus,2016,43390451000
rus,2017,-8811148000
rus,2018,-18618555000
rus,2019,-12488914000
rus,2020,-11254664000
rwa,2008,240000000
rwa,2009,0
rwa,2010,86000000
rwa,2011,-81000000
rwa,2012,307000000
rwa,2013,69000000
rwa,2014,389000000
rwa,2015,175411000
rwa,2016,281639000
rwa,2017,178542000
rwa,2018,228816000
rwa,2019,163595000
rwa,2020,231956000
sen,1970,-2000000
sen,1971,-3100000
sen,1972,-200000
sen,1973,-7400000
sen,1974,-4200000
sen,1975,-2100000
sen,1976,-1200000
sen,1977,-900000
sen,1978,-3300000
sen,1980,-4400000
sen,1981,-300000
sen,1982,-2200000
sen,1983,-2000000
sen,1984,-2000000
sen,1985,1800000
sen,1986,2400000
sen,1987,-2023000
sen,1988,52000
sen,1989,-64000
sen,1990,3633000
sen,1991,-1776000
sen,1992,-5950000
sen,1993,-1020000
sen,1994,-5994000
sen,1995,-3926000
sen,1996,-4504000
sen,1997,16200000
sen,1998,-15081000
sen,1999,-5306000
sen,2000,-1446000
sen,2001,38760000
sen,2002,-451000
sen,2003,409000
sen,2004,94632000
sen,2005,20210000
sen,2006,20403000
sen,2007,-29596000
sen,2008,-34310000
sen,2009,159198000
sen,2010,-61695000
sen,2011,-15048000
sen,2012,1501000
sen,2013,5325000
sen,2014,24319000
sen,2015,-43287000
sen,2016,47266000
sen,2017,-15848000
sen,2018,229597000
sen,2019,77663000
sen,2020,171723000
slb,1994,1056000
slb,1995,-1972000
slb,1996,-3235000
slb,1997,-3670000
slb,1998,-3147000
slb,1999,-3079000
slb,2000,-3508000
slb,2001,-3509000
slb,2002,-2615000
slb,2003,-2615000
slb,2004,-9658000
slb,2005,-4245000
slb,2007,17587000
slb,2008,1027000
slb,2009,12584000
slb,2010,27981000
slb,2011,21252000
slb,2012,-13058000
slb,2013,-27030000
slb,2014,6393000
slb,2015,29348000
slb,2016,18529000
slb,2017,153984000
slb,2018,5984000
slb,2019,5661000
slb,2020,67370000
slv,1970,7500000
slv,1971,14100000
slv,1972,31000000
slv,1973,4200000
slv,1974,25100000
slv,1975,32800000
slv,1976,7400000
slv,1977,38400000
slv,1978,9500000
slv,1979,-50200000
slv,1980,-17900000
slv,1981,-13100000
slv,1982,-13600000
slv,1983,-12200000
slv,1984,-7400000
slv,1985,-10000000
slv,1986,-20840000
slv,1987,-13546000
slv,1988,-14588000
slv,1989,-15900000
slv,1990,-13546000
slv,1991,-4690000
slv,1992,-9378000
slv,1993,-3712000
slv,1994,0
slv,1995,-3376000
slv,1996,-3000000
slv,1997,43000000
slv,1998,37000000
slv,1999,11665000
slv,2000,18200000
slv,2001,45000000
slv,2002,-28900000
slv,2003,9850000
slv,2004,178878000
slv,2005,379517000
slv,2006,431233000
slv,2007,-210066000
slv,2008,236823000
slv,2009,178335000
slv,2010,198605000
slv,2011,228823000
slv,2012,99006000
slv,2013,474982000
slv,2014,363615000
slv,2015,636286000
slv,2016,381388000
slv,2017,-25162000
slv,2018,179941000
slv,2019,170301000
slv,2020,133803000
srb,1970,261000000
srb,1971,414500000
srb,1972,489300000
srb,1973,580500000
srb,1974,426200000
srb,1975,659500000
srb,1976,887200000
srb,1977,1490700000
srb,1978,1553300000
srb,1979,1437800000
srb,1980,1210700000
srb,1981,514500000
srb,1982,-212300000
srb,1983,73000000
srb,1984,-416000000
srb,1985,-121300000
srb,1986,-25400000
srb,1987,-155000000
srb,1988,23000000
srb,1989,166000000
srb,1990,5000000
srb,1991,-373000000
srb,1992,-153000000
srb,2002,202412000
srb,2003,467665000
srb,2004,1190732000
srb,2005,2070976000
srb,2006,3786354000
srb,2007,4195991000
srb,2008,3398248000
srb,2009,108174000
srb,2010,148740000
srb,2011,-67610000
srb,2012,-605028000
srb,2013,-604464000
srb,2014,-2570807000
srb,2015,-580837000
srb,2016,-1659566000
srb,2017,2483104000
srb,2018,894777000
srb,2019,1315891000
srb,2020,1850226000
tha,1970,61900000
tha,1971,24200000
tha,1972,80100000
tha,1973,-44200000
tha,1974,186800000
tha,1975,88300000
tha,1976,48900000
tha,1977,94800000
tha,1978,59400000
tha,1979,312600000
tha,1980,678400000
tha,1981,396200000
tha,1982,218300000
tha,1983,354500000
tha,1984,712939000
tha,1985,-2060000
tha,1986,-262180000
tha,1987,-198687000
tha,1988,178967000
tha,1989,1641760000
tha,1990,2701477000
tha,1991,2724660000
tha,1992,1674863000
tha,1993,2538204000
tha,1994,3706152000
tha,1995,5446340000
tha,1996,8959303000
tha,1997,-826769000
tha,1998,-4281873000
tha,1999,-5034148000
tha,2000,-4934585000
tha,2001,-5643512000
tha,2002,-1212496000
tha,2003,734331000
tha,2004,1156940000
tha,2005,1656700000
tha,2006,4110463000
tha,2007,-216175000
tha,2008,-1344484000
tha,2009,790063000
tha,2010,3014933000
tha,2011,9947919000
tha,2012,17904979000
tha,2013,6845636000
tha,2014,-4824239000
tha,2015,-2609953000
tha,2016,3816438000
tha,2017,1435671000
tha,2018,17369493000
tha,2019,62563000
tha,2020,9288379000
tjk,1997,-350000
tjk,1998,997000
tjk,1999,37000000
tjk,2000,-11175000
tjk,2001,16674000
tjk,2002,-20380000
tjk,2003,-23567000
tjk,2004,-23321000
tjk,2005,-3140000
tjk,2006,8370000
tjk,2007,3016000
tjk,2008,11503000
tjk,2009,-67326000
tjk,2010,79559000
tjk,2011,44337000
tjk,2012,190265000
tjk,2013,98218000
tjk,2014,273999000
tjk,2015,291226000
tjk,2016,130693000
tjk,2017,-215467000
tjk,2018,81851000
tjk,2019,78607000
tjk,2020,-411674000
tkm,1998,-3360000
tkm,2000,3696000
tkm,2001,8956000
tkm,2002,19441000
tkm,2003,-1349000
tkm,2004,-3492000
tkm,2005,-8144000
tkm,2006,-28007000
tkm,2007,-1986000
tkm,2008,-1171000
tkm,2009,12814000
tkm,2010,-5520000
tkm,2011,28370000
tkm,2012,5169000
tkm,2013,6694000
tkm,2014,6733000
tkm,2015,-5144000
tkm,2016,-10559000
tkm,2017,14370000
tkm,2018,-15940000
tkm,2019,8569000
tkm,2020,7424000
tun,1977,25000000
tun,1978,65000000
tun,1979,-20000000
tun,1980,10000000
tun,1981,-18600000
tun,1982,-24400000
tun,1983,-25000000
tun,1984,82000000
tun,1985,24510000
tun,1986,3960000
tun,1987,-24300000
tun,1988,9300000
tun,1989,-10000000
tun,1990,-7000000
tun,1991,-5000000
tun,1992,-5000000
tun,1993,-5000000
tun,1994,-5000000
tun,1995,-5000000
tun,1996,-5000000
tun,1997,-5000000
tun,1998,-2000000
tun,1999,168000000
tun,2000,268000000
tun,2001,318000000
tun,2002,268000000
tun,2003,170000000
tun,2004,113000000
tun,2005,72000000
tun,2006,98000000
tun,2007,94000000
tun,2008,197600000
tun,2009,60000000
tun,2010,-123000000
tun,2011,-59000000
tun,2012,-234000000
tun,2013,-405730000
tun,2014,-123800000
tun,2015,360736000
tun,2016,198676000
tun,2017,245871000
tun,2018,-77321000
tun,2019,421771000
tun,2020,-215820000
tur,1970,-2200000
tur,1971,6600000
tur,1972,21500000
tur,1973,45100000
tur,1974,27300000
tur,1975,15900000
tur,1976,104800000
tur,1977,218400000
tur,1978,122000000
tur,1979,73000000
tur,1980,46000000
tur,1981,14000000
tur,1982,13000000
tur,1983,5000000
tur,1984,26000000
tur,1985,-92000000
tur,1986,101719000
tur,1987,155577000
tur,1988,23000000
tur,1989,163185000
tur,1990,259703000
tur,1991,-319366000
tur,1992,1503480000
tur,1993,2576902000
tur,1994,-136346000
tur,1995,743861000
tur,1996,1024000000
tur,1997,1127000000
tur,1998,3270000000
tur,1999,4075366000
tur,2000,1404619000
tur,2001,-1141450000
tur,2002,7134198000
tur,2003,17231540000
tur,2004,11251781000
tur,2005,16811433000
tur,2006,30712126000
tur,2007,34105715000
tur,2008,22036972000
tur,2009,-13341595000
tur,2010,-5437000000
tur,2011,9654078000
tur,2012,16475000000
tur,2013,23482511000
tur,2014,26491127000
tur,2015,-7216179000
tur,2016,14269939000
tur,2017,12881046000
tur,2018,-4427342000
tur,2019,-14644194000
tur,2020,-14634194000
tza,2008,-9437000
tza,2009,67166000
tza,2010,136795000
tza,2011,263842000
tza,2012,140252000
tza,2013,134073000
tza,2014,219698000
tza,2015,10116000
tza,2016,13093000
tza,2017,66064000
tza,2018,62884000
tza,2019,7248000
tza,2020,6087000
uga,2013,3755786000
uga,2014,-102598000
uga,2015,253774000
uga,2016,-581572000
uga,2017,309051000
uga,2018,-198530000
uga,2019,277338000
uga,2020,-230944000
ukr,1992,4174000
ukr,1993,7773000
ukr,1994,33247000
ukr,1995,29098000
ukr,1996,51521000
ukr,1997,216433000
ukr,1998,200872000
ukr,1999,83245000
ukr,2000,363873000
ukr,2001,515917000
ukr,2002,627601000
ukr,2003,1368888000
ukr,2004,3575912000
ukr,2005,3617227000
ukr,2006,10126183000
ukr,2007,16824801000
ukr,2008,17380410000
ukr,2009,583461000
ukr,2010,2832560000
ukr,2011,4950514000
ukr,2012,-6019450000
ukr,2013,6022257000
ukr,2014,-2848174000
ukr,2015,-7063189000
ukr,2016,-4441868000
ukr,2017,-2633938000
ukr,2018,193140000
ukr,2019,1887642000
ukr,2020,2978500000
uzb,1993,207000
uzb,1994,3546000
uzb,1995,10750000
uzb,1996,52920000
uzb,1997,99520000
uzb,1998,175423000
uzb,1999,213973000
uzb,2000,-84138000
uzb,2001,-69366000
uzb,2002,9605000
uzb,2003,106780000
uzb,2004,13515000
uzb,2005,32177000
uzb,2006,80836000
uzb,2007,276172000
uzb,2008,443841000
uzb,2009,1810948000
uzb,2010,613050000
uzb,2011,178693000
uzb,2012,217843000
uzb,2013,1352803000
uzb,2014,1333500000
uzb,2015,452400000
uzb,2016,835400000
uzb,2017,-114200000
uzb,2018,21115000
uzb,2019,1324994000
uzb,2020,3210899000
ven,1970,41100000
ven,1971,45500000
ven,1972,11400000
ven,1973,-58600000
ven,1974,-58600000
ven,1975,-37900000
ven,1976,117200000
ven,1977,525000000
ven,1978,25000000
ven,1979,658000000
ven,1980,656000000
ven,1981,419000000
ven,1982,-38000000
ven,1983,-163000000
ven,1984,26800000
ven,1985,-50000000
ven,1986,-611000000
ven,1987,-944000000
ven,1988,-1190000000
ven,1989,-160000000
ven,1990,-173000000
ven,1991,0
ven,1992,148000000
ven,1993,-476000000
ven,1994,-885600000
ven,1995,-423000000
ven,1996,-199000000
ven,1997,672950000
ven,1998,3469950000
ven,1999,857966000
ven,2000,-655396000
ven,2001,-113455000
ven,2002,-426000000
ven,2003,-5000000
ven,2004,-1610000000
ven,2005,-687111000
ven,2006,-477941000
ven,2007,7771921000
ven,2008,5273257000
ven,2009,7617750000
ven,2010,6969425000
ven,2011,10438637000
ven,2012,-639903000
ven,2013,-39149000
ven,2014,-78788000
ven,2015,4724797000
ven,2020,0
vnm,2010,1284648000
vnm,2011,336000000
vnm,2012,966000000
vnm,2013,1054700000
vnm,2014,3698500000
vnm,2015,5479920000
vnm,2016,5444408000
vnm,2017,5470270000
vnm,2018,4998620000
vnm,2019,6005970000
vnm,2020,5084890000
zaf,1994,-400000000
zaf,1995,-552000000
zaf,1996,-1063000000
zaf,1997,-1574000000
zaf,1998,209709000
zaf,1999,-1753000000
zaf,2000,1032011000
zaf,2001,828000000
zaf,2002,-1526000000
zaf,2003,-1491973000
zaf,2004,-1116973000
zaf,2006,700000000
zaf,2007,6462000000
zaf,2008,-1487000000
zaf,2009,1462000000
zaf,2010,1431480000
zaf,2011,4205338000
zaf,2012,259412000
