geo,time,se_prm_nenr_ma
grc,1974,94.61104
grc,1975,94.78449
grc,1976,94.74861
grc,1977,94.11286
grc,1978,93.44522
grc,1979,92.69796
grc,1980,91.3864
grc,1981,92.6622
grc,1982,93.0548
grc,1983,93.85168
grc,1984,93.81368
grc,1985,93.73216
grc,1986,92.84476
grc,1987,90.81067
grc,1988,91.53878
grc,1989,91.08772
grc,1990,91.02958
grc,1991,90.72111
grc,1992,88.79906
grc,1993,87.292
grc,1994,87.01638
grc,1995,87.72608
grc,1996,88.08355
grc,1997,89.38018
grc,1998,93.14719
grc,1999,94.40905
grc,2000,95.28482
grc,2001,94.20817
grc,2002,95.48616
grc,2003,96.28229
grc,2004,97.71724
grc,2005,96.70195
grc,2006,96.54501
grc,2007,96.06854
grc,2010,97.72365
grc,2011,97.78604
grc,2012,98.49228
grc,2013,98.11562
grc,2014,96.89673
grc,2015,97.54096
grc,2016,97.95828
grc,2017,97.99765
grd,1972,83.4319
grd,1977,97.67304
grd,1980,97.65326
grd,1981,91.64807
grd,1982,88.4281
grd,1983,88.321
grd,1984,90.45653
grd,2005,93.29277
gtm,1970,49.52187
gtm,1971,50.88403
gtm,1972,51.5923
gtm,1974,52.61101
gtm,1975,53.70247
gtm,1978,55.88855
gtm,1981,61.35243
gtm,1982,57.67348
gtm,1983,61.70839
gtm,1997,74.53366
gtm,1999,82.76601
gtm,2000,85.04124
gtm,2001,85.26023
gtm,2002,86.83285
gtm,2004,90.96941
gtm,2005,92.19665
gtm,2006,93.46131
gtm,2007,94.18089
gtm,2008,94.37276
gtm,2009,96.53721
gtm,2010,95.05575
gtm,2011,92.48538
gtm,2012,89.71087
gtm,2013,87.33383
gtm,2014,85.52062
gtm,2015,85.18706
gtm,2016,84.61866
gtm,2017,85.5729
gtm,2018,86.74199
guy,1971,86.50067
guy,1972,87.78498
guy,1974,89.69943
guy,1976,86.21496
guy,1977,91.35375
guy,1979,88.05261
guy,1982,88.42018
guy,1991,92.4963
guy,1992,90.44858
guy,1993,88.60411
guy,1995,90.58243
guy,1996,89.03723
guy,2003,91.9718
guy,2008,93.05149
guy,2009,88.89075
guy,2010,93.03217
hkg,1971,89.3696
hkg,1972,90.45823
hkg,1973,90.34128
hkg,1974,91.9614
hkg,1975,93.46418
hkg,1976,93.84796
hkg,1977,94.93932
hkg,1978,94.42169
hkg,1979,94.71218
hkg,1980,99.14331
hkg,1981,99.00659
hkg,1982,97.71813
hkg,1983,97.21841
hkg,1984,96.62242
hkg,1985,95.51545
hkg,1995,92.86029
hkg,1996,93.46964
hnd,1979,75.03866
hnd,1980,75.55176
hnd,1982,85.97988
hnd,1983,86.88991
hnd,1984,87.62265
hnd,1986,86.33603
hnd,1991,85.7509
hnd,1993,87.04542
hnd,2000,85.17459
hnd,2003,84.99656
hnd,2004,84.45723
hnd,2005,81.90699
hnd,2006,85.91555
hnd,2007,80.77363
hnd,2008,84.04809
hnd,2009,83.27295
hnd,2010,83.77779
hnd,2011,85.25759
hnd,2012,82.24368
hnd,2013,78.85009
hnd,2014,78.86798
hnd,2015,77.17973
hnd,2016,78.76798
hnd,2017,79.29462
hrv,1998,84.23617
hrv,1999,86.42148
hrv,2000,88.22229
hrv,2001,90.60001
hrv,2008,88.04286
hrv,2009,86.02708
hrv,2010,86.01478
hrv,2011,87.917
hti,1981,38.08234
hti,1982,44.61992
hti,1983,48.3755
hti,1984,45.05143
hti,1985,50.89255
hti,1986,52.43106
hti,1987,42.45661
hti,1997,58.84027
hun,1996,79.48457
hun,1997,87.71437
hun,1998,87.12024
hun,1999,87.56499
hun,2000,88.15055
hun,2001,89.1422
hun,2002,89.94169
hun,2003,89.29511
hun,2004,89.39238
hun,2005,90.29389
hun,2006,91.37555
hun,2007,90.49156
hun,2008,91.85059
hun,2009,92.37671
hun,2010,92.40063
hun,2011,91.77659
hun,2012,91.14784
hun,2013,91.2837
hun,2014,91.58639
hun,2015,91.77183
hun,2016,91.94324
hun,2017,91.52842
idn,1971,74.98977
idn,1972,76.13424
idn,1974,77.99924
idn,1975,78.01059
idn,1976,80.62843
idn,1978,89.92846
idn,1981,94.64643
idn,1987,99.50108
idn,1989,99.49173
idn,1990,97.71309
idn,1991,96.74333
idn,1992,96.05264
idn,1993,94.74458
idn,1994,95.47367
idn,1995,95.45061
idn,1996,93.74095
idn,1997,93.71041
idn,2001,92.58825
idn,2002,91.77368
idn,2003,91.44727
idn,2004,90.56007
idn,2005,90.28935
idn,2006,93.17688
idn,2007,95.55935
idn,2008,93.99772
idn,2009,94.79157
idn,2010,93.99594
idn,2011,91.98809
idn,2012,92.43378
idn,2013,90.17779
idn,2014,90.55565
idn,2016,95.07411
idn,2017,96.28794
idn,2018,95.88766
ind,1971,73.20033
ind,1990,87.70998
ind,2000,85.1925
ind,2001,84.63084
ind,2002,83.58854
ind,2003,84.11475
ind,2007,91.30154
ind,2008,89.90597
ind,2009,89.17164
ind,2010,89.70653
ind,2011,88.87882
ind,2012,90.80182
ind,2013,91.57047
irl,1971,97.1615
irl,1972,96.58362
irl,1973,96.73779
irl,1974,95.56217
irl,1975,95.17833
irl,1976,95.53708
irl,1977,95.71578
irl,1978,95.42188
irl,1979,94.52886
irl,1980,93.17764
irl,1981,91.2661
irl,1982,89.45538
irl,1983,87.89659
irl,1986,86.23803
irl,1987,86.89797
irl,1988,87.78664
irl,1989,88.09465
irl,1990,88.38323
irl,1991,88.08033
irl,1992,87.3373
irl,1993,87.00203
irl,1994,87.02374
irl,1995,87.28873
irl,1996,88.103
irl,1999,95.16022
irl,2001,94.98547
irl,2011,97.7316
irn,1984,91.43562
irn,1985,90.38551
irn,1986,90.34227
irn,1987,90.20608
irn,1988,89.85534
irn,1989,89.26057
irn,1990,95.78219
irn,1992,98.4995
irn,1997,93.63038
irn,1999,87.18798
irn,2000,87.68647
irn,2002,99.51389
irn,2003,98.12408
irn,2004,99.78058
irn,2005,96.93057
irn,2006,97.44229
irn,2007,95.50297
irn,2009,98.11552
irn,2010,96.8292
irn,2011,97.00085
irn,2012,98.33842
irq,1971,78.27421
irq,1972,81.83997
irq,1973,84.83045
irq,1974,87.19186
irq,1975,83.82891
irq,1976,92.85446
irq,1977,91.50847
irq,1978,91.19381
irq,1979,98.23308
irq,1980,98.66386
irq,1981,96.43607
irq,1983,92.00484
irq,1985,92.47364
irq,1986,93.09915
irq,1987,95.16104
irq,1988,95.40531
irq,1989,95.80303
irq,1993,82.8032
irq,1996,80.59305
irq,1999,96.35098
irq,2000,95.03746
irq,2004,98.86875
irq,2007,98.36202
isl,1994,97.34734
isl,1996,97.56241
isl,1997,98.11555
isl,1998,99.75811
isl,2003,99.17396
isl,2004,97.65993
isl,2005,97.88858
isl,2006,97.65522
isl,2007,97.74163
isl,2008,98.81261
isl,2010,98.93062
isl,2011,98.53826
isl,2012,97.96496
isl,2013,98.35369
isl,2014,98.58564
isl,2015,98.60838
isl,2016,99.53291
ita,1976,97.63219
ita,1979,99.46534
ita,1985,98.83746
ita,1996,98.58622
ita,1997,99.18583
ita,2013,98.0419
ita,2014,97.38425
ita,2015,96.76904
ita,2016,96.23613
ita,2017,95.92537
jam,1975,94.05323
jam,1976,91.35999
jam,1977,91.59312
jam,1979,94.91554
jam,1980,94.60948
jam,1981,95.18255
jam,1983,95.94983
jam,1984,94.7645
jam,1985,94.17964
jam,1986,94.44605
jam,1987,98.02138
jam,1988,94.2596
jam,1989,97.42072
jam,1990,97.08572
jam,1991,95.41526
jam,1993,93.5955
jam,1999,89.96636
jam,2000,91.67978
jam,2001,91.30293
jam,2002,90.71139
jam,2003,89.28285
jam,2004,91.09759
jam,2015,81.49659
jam,2016,83.67109
jam,2017,82.29498
jam,2018,80.78449
jor,1972,92.57169
jor,1973,97.97027
jor,1978,99.74767
jor,1979,98.65551
jor,1980,91.94988
jor,1981,89.11177
jor,1982,89.01883
jor,1983,85.69439
jor,1984,85.4352
jor,1985,85.16789
jor,1999,86.3871
jor,2000,87.15647
jor,2002,89.18611
jor,2003,90.18423
jor,2004,90.1289
jor,2005,89.02555
jor,2006,86.95739
jor,2007,84.38055
jor,2008,82.25067
jor,2010,81.43948
jor,2011,79.09377
jor,2012,76.52711
jor,2013,75.60298
jor,2016,77.25977
jor,2017,80.62635
jor,2018,81.53623
kaz,2000,86.88089
kaz,2002,91.89373
kaz,2006,90.18124
kaz,2007,89.98124
ken,1999,60.80676
ken,2000,63.00509
ken,2001,64.2926
ken,2002,59.4928
ken,2003,70.81355
ken,2004,69.07731
ken,2005,69.45444
ken,2006,68.21393
ken,2007,78.58095
ken,2008,74.30517
ken,2009,75.50218
ken,2012,78.2704
kgz,1996,93.97578
kgz,1999,87.57806
kgz,2000,86.8512
kgz,2001,87.60802
kgz,2002,87.49661
kgz,2003,86.57582
kgz,2004,90.56199
kgz,2005,88.2873
kgz,2006,89.68136
kgz,2007,88.14932
kgz,2008,87.87207
kgz,2009,87.17969
kgz,2010,87.94491
kgz,2011,87.85448
kgz,2012,90.38889
khm,1997,89.77808
khm,1998,91.01437
khm,1999,91.89273
khm,2000,97.56921
khm,2006,95.65315
khm,2007,97.72359
khm,2008,96.39493
khm,2010,94.53608
khm,2014,96.08263
khm,2015,94.01125
khm,2016,92.78667
khm,2017,90.75333
khm,2018,90.33487
kir,1985,98.76797
kir,1986,96.36331
kir,1987,94.06911
kir,1989,98.48899
kna,1985,90.48936
kna,1986,89.8579
kna,2008,96.74535
kor,1971,97.62545
kor,1972,98.88016
kor,1973,98.06219
kor,1974,97.55984
kor,1975,97.53835
kor,1976,98.28029
kor,1977,97.19932
kor,1978,97.37744
kor,1979,98.88204
kor,1984,98.95
kor,1985,98.30892
kor,1986,98.0177
kor,1987,99.25852
kor,2000,98.44376
kor,2001,97.8631
kor,2002,97.61886
kor,2003,98.58781
kor,2004,98.34024
kor,2009,99.41935
kor,2012,97.59009
kor,2013,95.19275
kor,2014,95.722
kor,2015,98.00959
kor,2016,96.90766
kor,2017,97.34545
kwt,1971,67.16094
kwt,1972,67.38343
kwt,1973,71.15884
kwt,1974,73.99102
kwt,1975,75.73292
kwt,1976,76.278
kwt,1977,80.54186
kwt,1978,92.7216
kwt,1979,90.92381
kwt,1980,86.03821
kwt,1981,86.21483
kwt,1982,86.69108
kwt,1983,88.5055
kwt,1984,89.85442
kwt,1985,93.25194
kwt,1986,93.32503
kwt,1987,87.45169
kwt,1988,85.37833
kwt,1992,47.38887
kwt,1994,68.21825
kwt,1996,93.16126
kwt,1997,93.82634
kwt,1999,91.15998
kwt,2000,84.67736
kwt,2001,81.55882
kwt,2002,84.71429
kwt,2005,90.6913
kwt,2016,89.21742
kwt,2017,84.80825
kwt,2018,78.9513
lao,1992,61.98564
lao,1993,67.23019
lao,1994,71.19279
lao,1996,72.30253
lao,1997,74.65197
lao,1998,78.04574
lao,1999,78.39732
lao,2000,79.34315
lao,2001,78.76963
lao,2002,80.06419
lao,2003,82.70484
lao,2004,82.87343
lao,2005,83.95881
lao,2006,85.58326
lao,2007,88.03607
lao,2008,90.1759
lao,2009,91.96623
lao,2010,96.51666
lao,2011,95.77693
lao,2012,95.77593
lao,2013,97.54316
lao,2014,97.65193
lao,2015,95.74466
lao,2016,95.04224
lao,2017,93.22323
lao,2018,92.25867
lbr,1999,54.03433
lbr,2006,36.03864
lbr,2008,45.17725
lbr,2014,39.40625
lbr,2017,44.11589
lby,1971,92.78917
lby,1972,98.54754
lby,1978,96.22322
lby,1981,99.31964
lca,1981,87.64107
lca,1982,90.74577
lca,1990,98.68981
lca,2000,91.38975
lca,2001,93.03164
lca,2004,96.09661
lca,2005,93.39934
lca,2006,95.81813
lca,2007,94.77476
lca,2016,95.71026
lca,2017,94.56576
lca,2018,94.73013
lie,2014,91.24473
lka,2003,99.52292
lka,2005,97.20386
lka,2006,96.7907
lka,2007,96.49153
lka,2008,95.82625
lka,2009,93.69791
lka,2010,95.54869
lka,2011,95.86063
lka,2012,96.20465
lka,2013,97.36194
lka,2014,98.13976
lso,1970,46.35548
lso,1972,44.00702
lso,1973,44.95548
lso,1974,51.63762
lso,1976,52.15937
lso,1977,52.55312
lso,1978,47.4721
lso,1979,48.12213
lso,1980,48.98784
lso,1981,49.8648
lso,1982,53.82625
lso,1983,53.68238
lso,1984,54.60259
lso,1985,56.94626
lso,1986,57.27534
lso,1987,58.57455
lso,1988,59.74988
lso,1989,59.17956
lso,1990,58.1139
lso,1991,59.48835
lso,1992,59.90068
lso,1993,57.97049
lso,1994,59.37422
lso,1995,59.30835
lso,1996,59.14053
lso,1998,53.43325
lso,1999,51.17059
lso,2000,71.80725
lso,2001,73.64544
lso,2002,76.51778
lso,2003,79.27604
lso,2004,79.87606
lso,2005,81.80775
lso,2006,84.32411
lso,2007,83.37968
lso,2008,84.85408
lso,2009,85.28999
lso,2010,87.79324
lso,2011,88.33875
lso,2012,88.45444
lso,2013,85.3819
lso,2014,86.57068
lso,2015,88.14467
lso,2016,90.07054
lso,2017,93.23133
ltu,1998,95.42701
ltu,2003,95.58882
lux,1972,90.49737
lux,1973,89.02157
lux,1974,91.83571
lux,1975,90.89936
lux,1976,90.49558
lux,1977,89.17618
lux,1978,88.95038
lux,1981,78.77119
lux,1982,83.73662
lux,1983,83.00743
lux,1984,81.31655
lux,1986,81.19807
lux,1987,77.79096
lux,1988,83.72002
lux,1999,95.21771
lux,2000,94.96108
lux,2001,95.71252
lux,2002,95.96309
lux,2003,94.65983
lux,2004,95.34135
lux,2005,95.81064
lux,2006,96.0896
lux,2007,96.25208
lux,2008,95.17416
lux,2010,91.78827
lux,2011,91.07523
lux,2012,92.75879
lux,2013,92.16062
lux,2014,93.21925
lux,2015,94.76454
lva,2009,96.6743
lva,2010,96.99663
lva,2011,97.15816
lva,2012,96.28753
lva,2013,95.73789
lva,2014,95.3328
lva,2015,95.34266
lva,2016,95.53726
lva,2017,95.80282
mac,1990,89.95119
mac,1992,85.56491
mac,1999,86.88169
mac,2000,86.27911
mac,2001,83.93291
mac,2002,85.18951
mac,2003,85.07358
mac,2004,85.99637
mac,2005,86.0897
mac,2006,84.94694
mac,2007,86.23418
mac,2008,86.05397
mac,2009,83.88795
mac,2010,82.74966
mac,2011,83.64389
mac,2012,84.57451
mac,2013,85.92678
mac,2014,89.87165
mac,2015,93.88014
mac,2016,96.46675
mac,2017,96.65402
mac,2018,96.39843
mar,1975,51.47971
mar,1976,54.4098
mar,1977,59.31814
mar,1978,63.22642
mar,1979,65.978
mar,1980,68.97377
mar,1981,71.8069
mar,1982,71.69097
mar,1983,74.01855
mar,1984,76.91773
mar,1985,75.22146
mar,1986,73.05622
mar,1987,70.49197
mar,1988,68.18711
mar,1989,65.39374
mar,1990,65.85725
mar,1991,65.22733
mar,1992,65.3398
mar,1993,67.38699
mar,1994,69.72415
mar,1995,72.30132
mar,1996,74.30172
mar,1997,75.56575
mar,1998,73.20513
mar,1999,76.90844
mar,2000,80.83956
mar,2001,83.69017
mar,2002,87.23893
mar,2003,88.07186
mar,2004,87.73064
mar,2005,88.72739
mar,2006,89.91578
mar,2007,90.91039
mar,2008,91.21823
mar,2009,90.36635
mar,2010,92.88682
mar,2011,93.54796
mar,2012,92.70113
mar,2013,93.36266
mar,2014,93.34682
mar,2016,94.5756
mar,2017,96.83048
mda,2000,89.67425
mda,2001,93.74835
mda,2002,91.77601
mda,2003,93.07097
mda,2004,92.65768
mda,2005,91.3407
mda,2006,87.8223
mda,2007,88.08764
mda,2008,88.45492
mda,2009,88.18016
mda,2010,87.77125
mda,2011,88.49488
mda,2012,88.23033
mda,2013,88.06681
mda,2014,87.50163
mda,2015,87.49806
mda,2016,87.50647
mda,2017,87.0249
mda,2018,86.42633
mdg,1972,71.23034
mdg,1989,66.54665
mdg,1990,64.66574
mdg,1995,51.88875
mdg,1996,56.84055
mdg,1999,64.39331
mdg,2000,65.86288
mdg,2001,66.98003
mdg,2002,67.70315
mdg,2003,77.65787
mdv,1997,93.98599
mdv,1999,95.70176
mdv,2000,96.31538
mdv,2002,96.74588
mdv,2016,95.59405
mdv,2017,94.48842
mex,1971,81.35951
mex,1997,96.36056
mex,1998,97.02361
mhl,2011,95.52239
mhl,2015,71.31848
mhl,2016,71.551
mkd,1998,92.89345
mkd,1999,92.7367
mkd,2000,91.14312
mkd,2001,89.9171
mkd,2002,89.07616
mkd,2003,88.38498
mkd,2004,88.60104
mkd,2005,88.76035
mkd,2006,87.81232
mkd,2007,86.96467
mkd,2008,85.54448
mkd,2009,85.96094
mkd,2010,86.00976
mkd,2012,85.06506
mkd,2013,89.00303
mkd,2014,89.50918
mkd,2015,91.5273
mkd,2017,94.91195
mli,1971,21.11918
mli,1999,50.96937
mli,2002,58.21083
mli,2003,58.21967
mli,2004,56.02555
mli,2005,63.07567
mli,2006,63.94542
mli,2007,65.90277
mli,2009,69.03552
mli,2010,69.27211
mli,2011,69.45027
mli,2012,67.11437
mli,2014,62.75337
mli,2015,59.12628
mli,2016,60.49508
mli,2017,64.71794
mli,2018,62.02415
mlt,1971,81.35187
mlt,1972,80.8941
mlt,1973,78.71667
mlt,1974,79.02478
mlt,1975,82.23609
mlt,1976,88.40674
mlt,1977,93.05319
mlt,1978,97.85948
mlt,1979,98.64577
mlt,1980,96.66401
mlt,1981,95.2143
mlt,1982,93.56519
mlt,1983,93.35738
mlt,1984,93.89237
mlt,1985,96.97387
mlt,1986,95.88482
mlt,1987,94.6839
mlt,1988,93.99597
mlt,1989,94.41341
mlt,1990,95.20794
mlt,1991,95.96751
mlt,1992,96.43059
mlt,1993,96.97142
mlt,1994,95.61714
mlt,1995,96.98185
mlt,1996,97.26845
mlt,1997,97.60774
mmr,1971,64.24665
mmr,1973,72.92493
mmr,1974,61.49773
mmr,1978,67.16482
mmr,2000,90.77741
mmr,2001,91.84845
mmr,2002,89.17436
mmr,2003,90.91571
mmr,2004,89.45076
mmr,2005,88.85589
mmr,2006,89.18796
mmr,2008,90.24233
mmr,2009,89.80277
mmr,2010,89.58032
mne,2003,96.58096
mne,2005,97.12145
mne,2006,98.09807
mne,2007,95.60839
mne,2008,95.49459
mne,2012,94.87539
mne,2015,93.50467
mne,2016,94.02552
mne,2017,95.37896
mng,1995,80.25475
mng,1996,84.03104
mng,1997,83.94002
mng,1998,85.72498
mng,1999,87.55346
mng,2000,89.44292
mng,2001,90.49048
mng,2002,89.11517
mng,2003,82.3117
mng,2004,87.99934
mng,2005,87.80152
mng,2006,91.75946
mng,2007,89.49742
mng,2012,97.91259
mng,2013,95.48336
mng,2014,95.38797
mng,2015,96.76547
moz,1973,44.57593
moz,1979,42.2187
moz,1981,39.32511
moz,1982,38.76428
moz,1983,55.59524
moz,1985,57.4248
moz,1986,56.25692
moz,1987,52.51728
moz,1989,49.2298
moz,1991,50.28528
moz,1992,48.22542
moz,1993,47.34008
moz,1994,48.72291
moz,1995,51.16063
moz,1998,56.03055
moz,1999,59.50917
moz,2000,63.04815
moz,2001,67.37742
moz,2002,61.21993
moz,2004,74.45422
moz,2005,79.46531
moz,2006,83.07627
moz,2007,88.07823
moz,2008,91.26105
moz,2009,91.73927
moz,2010,92.99847
moz,2011,90.26196
moz,2012,90.46839
moz,2013,91.63922
moz,2014,92.49993
moz,2015,94.27246
moz,2016,92.80647
moz,2017,91.51815
moz,2018,95.37994
mrt,1994,50.42393
mrt,1995,57.01227
mrt,1996,59.54429
mrt,1998,61.49055
mrt,1999,60.51854
mrt,2000,61.0404
mrt,2001,65.1071
mrt,2002,63.69669
mrt,2003,66.70649
mrt,2004,73.46504
mrt,2005,71.52958
mrt,2006,74.32415
mrt,2007,74.80583
mrt,2008,71.05961
mrt,2009,70.74218
mrt,2010,70.97801
mrt,2011,70.56117
mrt,2012,68.70147
mrt,2013,72.84522
mrt,2014,74.56095
mrt,2016,71.32018
mrt,2017,75.78444
mrt,2018,78.32501
mus,1972,77.74825
mus,1973,78.45853
mus,1974,79.36286
mus,1975,80.63873
mus,1976,80.90678
mus,1977,84.61982
mus,1978,82.24958
mus,1979,79.47468
mus,1980,79.93989
mus,1981,82.86677
mus,1982,88.91167
mus,1983,92.01401
mus,1984,94.80072
mus,1986,98.16871
mus,1990,96.57841
mus,1991,91.93816
mus,1993,92.17023
mus,1994,93.38422
mus,1995,94.33934
mus,1996,96.90761
mus,1997,97.8501
mus,2004,93.69914
mus,2005,95.47626
mus,2009,95.8765
mus,2012,92.71015
mus,2013,94.88678
mwi,2007,91.94948
mys,1970,90.66641
mys,1971,89.29225
mys,1972,90.36329
mys,1994,97.02418
mys,1998,96.01229
mys,1999,96.30705
mys,2000,98.31853
mys,2001,97.77546
mys,2002,96.60188
mys,2003,97.10396
mys,2004,99.31498
mys,2005,99.47943
mys,2006,94.10353
mys,2007,94.19688
mys,2008,94.88367
mys,2009,94.47652
mys,2010,96.09972
mys,2011,96.5451
mys,2012,98.20678
mys,2014,99.97004
nam,1989,74.71629
nam,1990,75.02279
nam,1992,78.68053
nam,1998,83.84742
nam,1999,84.22951
nam,2000,86.09338
nam,2001,87.92871
nam,2002,90.03263
nam,2003,90.45312
nam,2004,88.24962
nam,2005,88.67668
nam,2006,87.38539
nam,2007,88.93216
nam,2008,89.12022
nam,2009,89.8335
nam,2010,90.72134
nam,2012,94.28818
ner,1973,13.50351
ner,1974,13.95717
ner,1986,29.87419
ner,1989,28.44083
ner,1990,28.66782
ner,1991,29.31646
ner,1992,26.60499
ner,1997,29.307
ner,1998,29.43147
ner,1999,31.06935
ner,2000,31.83575
ner,2001,36.02695
ner,2002,40.17819
ner,2003,44.25338
ner,2004,48.27697
ner,2005,48.1132
ner,2006,48.63387
ner,2007,49.58527
ner,2008,53.20996
ner,2009,57.09424
ner,2010,59.92409
ner,2011,64.61145
ner,2012,65.88822
ner,2013,66.16207
ner,2014,65.00374
ner,2015,66.68577
ner,2016,68.63463
ner,2017,69.89238
nga,1999,67.64868
nga,2000,70.80227
nga,2004,71.13389
nga,2005,71.40649
nga,2006,71.28012
nga,2007,77.64785
nga,2008,69.81864
nga,2009,70.57702
nga,2010,69.94699
nic,1971,53.24181
nic,1973,53.29415
nic,1980,62.97511
nic,1982,61.72297
nic,1983,61.96749
nic,1984,60.78855
nic,1985,63.41111
nic,1986,62.2796
nic,1987,63.89073
nic,1988,63.68046
nic,1989,62.10425
nic,1990,65.06324
nic,1991,67.8739
nic,1992,70.75506
nic,1993,71.72785
nic,1994,72.86633
nic,1995,71.18356
nic,1999,77.677
nic,2000,80.09413
nic,2001,83.24495
nic,2002,89.96712
nic,2006,95.21245
nic,2007,94.85689
nic,2008,95.71136
nic,2010,93.87419
nld,1971,91.75876
nld,1972,91.18525
nld,1973,90.51496
nld,1974,89.81643
nld,1975,89.63406
nld,1976,90.47411
nld,1977,90.68757
nld,1978,91.09692
nld,1979,91.53401
nld,1980,91.5765
nld,1981,90.92377
nld,1982,88.85051
nld,1983,86.80577
nld,1984,85.46333
nld,1985,84.92907
nld,1986,90.64761
nld,1987,92.3582
nld,1988,93.78963
nld,1989,94.24755
nld,1990,93.95406
nld,1991,93.28779
nld,1992,92.76676
nld,1993,91.72262
nld,1994,99.12952
nld,1995,99.36424
nld,1996,99.63503
nld,1997,99.91919
nld,2003,99.36617
nld,2004,98.88081
nld,2005,98.66092
nld,2006,99.01808
nld,2007,99.66704
nld,2012,97.94484
nld,2015,95.98705
nld,2016,96.85889
nld,2017,98.23325
nor,1976,99.39282
nor,1978,98.7086
nor,1979,98.237
nor,1981,98.19672
nor,1982,97.91777
nor,1984,97.12489
nor,1985,96.21528
nor,1986,96.3678
nor,1987,96.79386
nor,1988,97.68926
nor,1989,98.66416
nor,1990,99.679
nor,1992,99.59394
nor,1993,98.49425
nor,1994,98.32851
nor,1995,98.22751
nor,1996,98.22447
nor,1997,84.04996
nor,2003,99.82222
nor,2004,99.2699
nor,2005,98.36917
nor,2006,98.27813
nor,2007,99.00529
nor,2008,99.13787
nor,2009,99.00187
nor,2010,98.93186
nor,2011,99.30276
nor,2014,99.86322
npl,1983,82.34021
npl,1984,82.70842
npl,1988,88.13945
npl,1999,74.36852
npl,2000,79.79181
npl,2003,85.46931
npl,2004,85.96715
nru,2012,77.77778
nzl,1973,99.53378
nzl,1974,99.72791
nzl,1983,99.62332
nzl,1991,99.13638
nzl,1992,97.74376
nzl,1994,97.13212
nzl,1995,98.3951
nzl,1996,99.07045
nzl,2013,97.34812
nzl,2014,97.22928
nzl,2015,97.38822
nzl,2016,98.09333
omn,1973,21.52467
omn,1974,28.14762
omn,1975,37.71615
omn,1976,37.48324
omn,1978,46.66758
omn,1979,49.31418
omn,1981,53.81991
omn,1982,55.85095
omn,1983,56.92181
omn,1984,62.89848
omn,1985,63.00161
omn,1986,65.83701
omn,1987,69.13453
omn,1988,67.8492
omn,1989,68.79044
omn,1990,69.47096
omn,1991,69.83935
omn,1992,70.936
omn,1993,73.29645
omn,1994,73.8878
omn,1995,75.49311
omn,1996,78.67727
omn,1997,78.74036
omn,1998,78.99655
omn,1999,80.82625
omn,2000,81.94046
omn,2001,82.64442
omn,2002,83.47341
omn,2003,82.3662
omn,2011,94.74416
pak,2002,65.42731
pak,2003,65.39431
pak,2004,70.85186
pak,2005,71.37359
pak,2006,67.58697
pak,2007,70.48295
pak,2008,70.23056
pak,2009,70.35628
pak,2010,70.97865
pak,2011,67.62041
pak,2012,66.79996
pak,2013,66.27208
pak,2014,70.73431
pak,2015,65.59722
pak,2016,70.47658
pak,2017,69.59509
pak,2018,73.16876
pan,1970,73.97447
pan,1971,82.02875
pan,1972,84.66397
pan,1973,86.86198
pan,1975,88.82171
pan,1976,88.1634
pan,1978,90.43932
pan,1979,88.76173
pan,1980,87.98133
pan,1981,86.59917
pan,1982,85.63583
pan,1983,84.62678
pan,1984,84.52822
pan,1985,84.98958
pan,1986,85.41229
pan,1987,85.91456
pan,1988,84.85672
pan,1989,86.12672
pan,1990,86.39757
pan,1999,93.45321
pan,2000,95.06806
pan,2001,96.49512
pan,2002,98.86203
pan,2005,98.15718
pan,2006,98.74006
pan,2008,97.68135
pan,2009,94.70362
pan,2010,96.32603
pan,2011,94.87251
pan,2012,94.28529
pan,2013,93.36616
pan,2014,90.68822
pan,2015,87.47995
pan,2017,86.55897
per,1970,79.01637
per,1981,90.1811
per,1993,90.15008
per,1995,85.03772
per,1998,94.76715
per,1999,95.86233
per,2000,96.46268
per,2003,97.56393
per,2009,95.62141
per,2011,96.17249
per,2012,91.89112
per,2013,93.55168
per,2014,92.1945
per,2015,92.42602
phl,1981,93.60039
phl,1982,92.08714
phl,1983,90.60897
phl,1984,93.27503
phl,1986,93.75998
phl,1987,94.86776
phl,1988,95.5051
phl,1989,97.0053
phl,1998,93.39658
phl,1999,88.69038
phl,2001,88.7636
phl,2002,88.49872
phl,2003,89.03341
phl,2004,88.36419
phl,2005,87.51002
phl,2006,85.76168
phl,2007,86.00859
phl,2008,86.90749
phl,2009,88.70254
phl,2014,94.59754
phl,2015,94.53863
phl,2016,94.02999
phl,2017,93.85718
png,1989,62.42477
png,2016,76.12901
pol,1999,96.86337
pol,2000,96.61946
pol,2001,96.26398
pol,2002,95.34149
pol,2003,94.33722
pol,2004,93.5347
pol,2005,92.91103
pol,2006,92.99546
pol,2007,93.10419
pol,2008,93.39739
pol,2009,94.1279
pol,2010,94.61694
pol,2011,94.67015
pol,2012,95.4828
pol,2013,96.01617
pol,2014,95.99693
pol,2017,95.94851
pri,2010,87.17017
pri,2011,80.33839
pri,2012,81.05141
pri,2013,81.4012
pri,2014,81.26905
pri,2015,79.88954
pri,2016,75.7346
prk,2009,94.00443
prt,1973,89.01157
prt,1974,89.18067
prt,1976,93.26357
prt,1977,94.38662
prt,1978,96.804
prt,1980,96.25564
prt,1981,96.68113
prt,1991,98.65857
prt,1994,99.86914
prt,2014,98.52911
